@relation 'train_data-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.InterquartileRange-Rfirst-last-O3.0-E6.0-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C21-L2-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C22-L2-weka.filters.unsupervised.attribute.MathExpression-Eabs(A11)-R1-10,12-22-weka.filters.unsupervised.attribute.MathExpression-EA11/365-R1-10,12-22-weka.filters.unsupervised.attribute.MathExpression-Eabs(A12)-R1-11,13-22-weka.filters.unsupervised.attribute.MathExpression-EA12/365-R1-11,13-22-weka.filters.unsupervised.attribute.AddExpression-Ea11+a12-NStability-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-Rfirst-last-precision6-weka.filters.unsupervised.attribute.RenameNominalValues-RIncome-N\'(-inf-0.333333]\':Low,\'(0.333333-0.666667]\':Middle,\'(0.666667-inf)\':High-weka.filters.unsupervised.attribute.RenameNominalValues-RAge-N\'(-inf-0.333333]\':Young,\'(0.333333-0.666667]\':Adult,\'(0.666667-inf)\':Old-weka.filters.unsupervised.attribute.RenameNominalValues-R12-N\'(-inf-0.333333]\':Fresh,\'(0.333333-0.666667]\':Junior,\'(0.666667-inf)\':Senior-weka.filters.unsupervised.attribute.RenameNominalValues-R5-N\'(-inf-0.333333]\':Few,\'(0.333333-0.666667]\':Average,\'(0.666667-inf)\':Many-weka.filters.unsupervised.attribute.RenameNominalValues-R15-N\'(-inf-0.333333]\':Y,\'(0.666667-inf)\':N-weka.filters.unsupervised.attribute.RenameNominalValues-R18-N\'(-inf-0.333333]\':Few,\'(0.333333-0.666667]\':Average,\'(0.666667-inf)\':Many-weka.filters.unsupervised.attribute.RenameNominalValues-R19-N\'(-inf-0.333333]\':Fresh,\'(0.333333-0.666667]\':Junior,\'(0.666667-inf)\':Senior-weka.filters.unsupervised.attribute.RenameNominalValues-R19-N\'(-inf-0.333333]\':Y,\'(0.666667-inf)\':N-weka.filters.unsupervised.attribute.RenameNominalValues-R20-N\'(-inf-0.333333]\':Y,\'(0.666667-inf)\':N-weka.filters.unsupervised.attribute.RenameNominalValues-R21,22-N\'(-inf-0.333333]\':N,\'(0.666667-inf)\':Y-weka.filters.unsupervised.attribute.RenameNominalValues-R21-N\'(-inf-0.333333]\':N,\'(0.666667-inf)\':Y-weka.filters.unsupervised.attribute.RenameNominalValues-R13-N\'All\':Y-weka.filters.unsupervised.attribute.RenameNominalValues-R14-N\'All\':Y-weka.filters.unsupervised.attribute.RenameNominalValues-R16-N\'All\':Y-weka.filters.unsupervised.attribute.RenameNominalValues-R21,22-N\'no\':N,\'yes\':Y-weka.filters.unsupervised.attribute.RenameNominalValues-R21-N\'no\':N,\'yes\':Y-weka.filters.unsupervised.attribute.RenameNominalValues-R18-NAverage:Moderate-weka.filters.unsupervised.attribute.RenameNominalValues-R19-NFresh:New-weka.filters.unsupervised.attribute.RenameNominalValues-R19-NJunior:Moderate-weka.filters.unsupervised.attribute.RenameNominalValues-R19-NSenior:Old'

@attribute ID {'\'(-inf-0.333333]\'','\'(0.333333-0.666667]\'','\'(0.666667-inf)\''}
@attribute Gender {M,F}
@attribute 'Has a car' {Y,N}
@attribute 'Has a property' {Y,N}
@attribute 'Children count' {Few,Average,Many}
@attribute Income {Low,Middle,High}
@attribute 'Employment status' {Working,'Commercial associate',Pensioner,'State servant',Student}
@attribute 'Education level' {'Secondary / secondary special','Higher education','Lower secondary','Incomplete higher','Academic degree'}
@attribute 'Marital status' {Married,'Single / not married',Separated,'Civil marriage',Widow}
@attribute Dwelling {'With parents','House / apartment','Municipal apartment','Rented apartment','Office apartment','Co-op apartment'}
@attribute Age {Young,Adult,Old}
@attribute 'Employment length' {Fresh,Junior,Senior}
@attribute 'Has a mobile phone' {Y}
@attribute 'Has a work phone' {Y}
@attribute 'Has a phone' {Y,'\'(0.333333-0.666667]\'',N}
@attribute 'Has an email' {Y}
@attribute 'Job title' {'Core staff',Accountants,Laborers,Managers,'Sales staff','Medicine staff','High skill tech staff','HR staff','Low-skill Laborers',Drivers,Secretaries,'Cleaning staff','Cooking staff','Security staff','Private service staff','IT staff','Waiters/barmen staff','Realty agents'}
@attribute 'Family member count' {Few,Moderate,Many}
@attribute 'Account age' {New,Moderate,Old}
@attribute 'Is high risk' {Y,'\'(0.333333-0.666667]\'',N}
@attribute Outlier {no,yes}
@attribute ExtremeValue {no,yes}
@attribute Stability numeric

@data
'\'(0.666667-inf)\'',F,N,N,Few,Low,Working,'Secondary / secondary special',Married,'Municipal apartment',Adult,Fresh,Y,Y,Y,Y,'Core staff',Few,New,Y,no,no,56.610959
'\'(-inf-0.333333]\'',M,Y,Y,Few,Low,Working,'Higher education','Single / not married','House / apartment',Adult,Junior,Y,Y,Y,Y,Laborers,Few,New,Y,no,no,54.484932
'\'(-inf-0.333333]\'',M,N,Y,Few,Middle,'Commercial associate','Secondary / secondary special',Married,'House / apartment',Adult,Fresh,Y,Y,N,Y,Drivers,Moderate,New,Y,no,no,39.50137
'\'(0.666667-inf)\'',F,N,Y,Few,Low,Working,'Secondary / secondary special',Married,'House / apartment',Adult,Fresh,Y,Y,N,Y,Laborers,Few,New,N,no,no,52.523288
'\'(-inf-0.333333]\'',F,N,Y,Few,Low,Working,'Secondary / secondary special','Single / not married','House / apartment',Young,Fresh,Y,Y,Y,Y,'High skill tech staff',Few,Old,Y,no,no,27.594521
'\'(0.333333-0.666667]\'',F,N,Y,Few,Middle,Working,'Higher education',Married,'House / apartment',Old,Fresh,Y,Y,Y,Y,Laborers,Few,New,Y,no,no,61.030137
'\'(0.666667-inf)\'',F,N,Y,Few,Low,'Commercial associate','Secondary / secondary special',Married,'House / apartment',Old,Junior,Y,Y,Y,Y,'Medicine staff',Few,Moderate,Y,no,no,73.172603
'\'(-inf-0.333333]\'',M,Y,N,Few,Middle,Working,'Higher education','Single / not married','House / apartment',Young,Fresh,Y,Y,Y,Y,Laborers,Few,Old,Y,no,no,29.052055
'\'(0.333333-0.666667]\'',F,Y,N,Few,Low,Working,'Secondary / secondary special',Married,'House / apartment',Old,Junior,Y,Y,Y,Y,Managers,Few,Old,Y,no,no,72.389041
'\'(0.333333-0.666667]\'',M,Y,Y,Few,Middle,Working,'Secondary / secondary special',Married,'Rented apartment',Adult,Fresh,Y,Y,Y,Y,Laborers,Few,Old,Y,no,no,49.073973
'\'(0.333333-0.666667]\'',M,Y,N,Few,Low,'Commercial associate','Secondary / secondary special','Single / not married','With parents',Young,Fresh,Y,Y,Y,Y,Laborers,Few,Old,Y,no,no,25.542466
'\'(0.333333-0.666667]\'',F,Y,Y,Few,Middle,Working,'Secondary / secondary special',Married,'House / apartment',Old,Fresh,Y,Y,N,Y,Laborers,Few,Old,Y,no,no,59.468493
'\'(0.666667-inf)\'',F,Y,Y,Few,Low,Working,'Secondary / secondary special',Married,'House / apartment',Adult,Fresh,Y,Y,Y,Y,'Core staff',Few,Old,Y,no,no,49.035616
'\'(0.333333-0.666667]\'',F,Y,Y,Few,Middle,Working,'Higher education',Married,'House / apartment',Young,Fresh,Y,Y,Y,Y,'Core staff',Few,Moderate,Y,no,no,43.942466
'\'(-inf-0.333333]\'',M,Y,Y,Few,Low,Working,'Secondary / secondary special','Civil marriage','House / apartment',Adult,Fresh,Y,Y,N,Y,Laborers,Few,New,Y,no,no,52.309589
'\'(0.666667-inf)\'',F,N,Y,Few,Low,Working,'Secondary / secondary special',Separated,'House / apartment',Old,Fresh,Y,Y,Y,Y,Laborers,Few,New,Y,no,no,54.052055
'\'(-inf-0.333333]\'',F,Y,Y,Few,Low,'Commercial associate','Higher education',Married,'House / apartment',Adult,Fresh,Y,Y,Y,Y,Managers,Few,New,Y,no,no,50.191781
'\'(0.333333-0.666667]\'',F,N,Y,Few,Middle,Working,'Higher education',Widow,'House / apartment',Old,Fresh,Y,Y,N,Y,Accountants,Few,Moderate,Y,no,no,70.090411
'\'(-inf-0.333333]\'',F,N,N,Few,Middle,'Commercial associate','Incomplete higher','Single / not married','House / apartment',Old,Fresh,Y,Y,Y,Y,Managers,Few,Moderate,Y,no,no,59.005479
'\'(0.333333-0.666667]\'',M,Y,N,Few,Low,Working,'Secondary / secondary special',Married,'House / apartment',Adult,Junior,Y,Y,Y,Y,Laborers,Few,Old,Y,no,no,56.652055
'\'(0.333333-0.666667]\'',F,Y,Y,Few,High,'Commercial associate','Secondary / secondary special','Single / not married','House / apartment',Adult,Fresh,Y,Y,Y,Y,'Core staff',Few,Old,Y,no,no,49.2
'\'(0.333333-0.666667]\'',F,N,Y,Few,Middle,'State servant','Higher education',Married,'House / apartment',Young,Fresh,Y,Y,Y,Y,'Core staff',Few,Moderate,Y,no,no,41.410959
'\'(-inf-0.333333]\'',M,Y,Y,Few,Middle,Working,'Higher education','Single / not married','House / apartment',Adult,Fresh,Y,Y,Y,Y,Laborers,Few,Old,Y,no,no,46.323288
'\'(0.666667-inf)\'',M,Y,Y,Average,Middle,'Commercial associate','Higher education',Married,'House / apartment',Adult,Fresh,Y,Y,Y,Y,Laborers,Moderate,Old,Y,no,no,46.515068
'\'(0.666667-inf)\'',M,Y,Y,Few,Low,Working,'Secondary / secondary special',Married,'House / apartment',Adult,Fresh,Y,Y,N,Y,Laborers,Few,Old,Y,no,no,49.315068
'\'(0.666667-inf)\'',F,N,Y,Few,Low,Working,'Secondary / secondary special',Married,'House / apartment',Adult,Fresh,Y,Y,Y,Y,'High skill tech staff',Few,Old,Y,no,no,52.235616
'\'(0.666667-inf)\'',F,N,Y,Few,Low,Working,'Secondary / secondary special',Married,'House / apartment',Young,Fresh,Y,Y,Y,Y,'Core staff',Moderate,Moderate,Y,no,no,36.539726
'\'(0.333333-0.666667]\'',M,N,Y,Few,Middle,'Commercial associate','Secondary / secondary special',Separated,'House / apartment',Young,Fresh,Y,Y,N,Y,'Core staff',Few,Moderate,Y,no,no,35.460274
'\'(0.333333-0.666667]\'',M,N,N,Few,Middle,Working,'Higher education',Married,'House / apartment',Adult,Junior,Y,Y,Y,Y,'Core staff',Moderate,New,Y,no,no,54.849315
'\'(-inf-0.333333]\'',M,Y,N,Average,Middle,Working,'Secondary / secondary special',Married,'House / apartment',Young,Fresh,Y,Y,Y,Y,Laborers,Moderate,Old,N,no,no,33.517808
'\'(0.666667-inf)\'',F,N,Y,Few,Low,'State servant','Higher education','Civil marriage','House / apartment',Adult,Fresh,Y,Y,N,Y,'High skill tech staff',Few,Moderate,Y,no,no,52.712329
'\'(-inf-0.333333]\'',M,N,Y,Few,Low,Working,'Secondary / secondary special',Married,'House / apartment',Adult,Fresh,Y,Y,N,Y,'HR staff',Few,New,Y,no,no,43.761644
'\'(0.333333-0.666667]\'',F,N,Y,Few,Low,'Commercial associate','Secondary / secondary special','Civil marriage','House / apartment',Adult,Fresh,Y,Y,Y,Y,Laborers,Few,Old,Y,no,no,45.624658
'\'(-inf-0.333333]\'',F,N,N,Few,Low,'Commercial associate','Secondary / secondary special',Married,'House / apartment',Adult,Fresh,Y,Y,Y,Y,'Sales staff',Moderate,Moderate,Y,no,no,40.2
'\'(-inf-0.333333]\'',F,N,N,Few,Low,'Commercial associate','Higher education',Married,'House / apartment',Young,Fresh,Y,Y,Y,Y,'Sales staff',Few,Moderate,Y,no,no,29.484932
'\'(0.666667-inf)\'',M,Y,Y,Few,High,Working,'Secondary / secondary special','Single / not married','Rented apartment',Adult,Junior,Y,Y,Y,Y,'Cooking staff',Few,Old,Y,no,no,54.057534
'\'(-inf-0.333333]\'',F,N,Y,Few,Low,Working,'Higher education',Separated,'House / apartment',Adult,Fresh,Y,Y,Y,Y,'HR staff',Few,Moderate,Y,no,no,45.747945
'\'(0.333333-0.666667]\'',F,N,Y,Few,Low,Working,'Incomplete higher',Married,'House / apartment',Adult,Fresh,Y,Y,Y,Y,Drivers,Few,New,Y,no,no,45.624658
'\'(-inf-0.333333]\'',F,Y,Y,Few,Low,'Commercial associate','Higher education',Married,'House / apartment',Adult,Fresh,Y,Y,Y,Y,'Private service staff',Few,Old,Y,no,no,42.021918
'\'(0.666667-inf)\'',M,N,N,Few,Middle,'Commercial associate','Secondary / secondary special',Married,'House / apartment',Adult,Senior,Y,Y,Y,Y,Laborers,Few,New,Y,no,no,71.865753
'\'(0.666667-inf)\'',F,N,Y,Few,Low,Working,'Secondary / secondary special',Separated,'House / apartment',Adult,Fresh,Y,Y,Y,Y,'Sales staff',Few,Moderate,Y,no,no,54.99726
'\'(0.666667-inf)\'',F,Y,N,Few,Low,'State servant','Secondary / secondary special',Widow,'House / apartment',Old,Junior,Y,Y,Y,Y,Secretaries,Few,New,Y,no,no,69.638356
'\'(-inf-0.333333]\'',M,N,Y,Few,Low,Working,'Secondary / secondary special',Married,'House / apartment',Old,Junior,Y,Y,N,Y,Laborers,Few,Old,Y,no,no,65.646575
'\'(0.666667-inf)\'',M,Y,N,Few,Low,Working,'Secondary / secondary special',Married,'House / apartment',Old,Fresh,Y,Y,Y,Y,Managers,Few,Old,Y,no,no,59.630137
'\'(-inf-0.333333]\'',F,Y,N,Few,Low,Working,'Secondary / secondary special',Married,'House / apartment',Adult,Fresh,Y,Y,Y,Y,Laborers,Moderate,Old,Y,no,no,48.589041
'\'(0.333333-0.666667]\'',M,N,N,Few,High,Working,'Secondary / secondary special','Single / not married','Municipal apartment',Young,Fresh,Y,Y,Y,Y,'Sales staff',Few,Old,Y,no,no,26.712329
'\'(0.333333-0.666667]\'',F,N,N,Few,Middle,Working,'Secondary / secondary special',Married,'House / apartment',Adult,Fresh,Y,Y,Y,Y,'High skill tech staff',Few,Old,Y,no,no,43.59726
'\'(0.333333-0.666667]\'',F,N,Y,Average,Low,Working,'Secondary / secondary special',Married,'House / apartment',Young,Fresh,Y,Y,Y,Y,'Sales staff',Moderate,Moderate,Y,no,no,28.750685
'\'(0.666667-inf)\'',M,Y,Y,Few,Low,Working,'Higher education',Married,'House / apartment',Young,Fresh,Y,Y,Y,Y,'High skill tech staff',Moderate,Old,Y,no,no,46.520548
'\'(0.333333-0.666667]\'',F,Y,Y,Few,Low,'Commercial associate','Secondary / secondary special',Married,'House / apartment',Adult,Fresh,Y,Y,Y,Y,Laborers,Few,Old,Y,no,no,46.328767
'\'(0.666667-inf)\'',M,Y,Y,Few,Low,Working,'Incomplete higher',Married,'House / apartment',Adult,Fresh,Y,Y,N,Y,Laborers,Moderate,New,Y,no,no,48.734247
'\'(0.666667-inf)\'',F,N,N,Few,Low,Working,'Higher education',Married,'House / apartment',Adult,Fresh,Y,Y,N,Y,'Sales staff',Few,New,Y,no,no,48.841096
'\'(0.333333-0.666667]\'',F,Y,N,Few,Low,Working,'Secondary / secondary special',Separated,'House / apartment',Old,Fresh,Y,Y,Y,Y,Laborers,Few,Moderate,Y,no,no,60.591781
'\'(0.666667-inf)\'',F,N,Y,Few,Low,Working,'Secondary / secondary special','Civil marriage','House / apartment',Young,Fresh,Y,Y,Y,Y,'Cooking staff',Moderate,Old,Y,no,no,34.734247
'\'(-inf-0.333333]\'',M,N,Y,Few,Low,Working,'Secondary / secondary special','Single / not married','House / apartment',Young,Fresh,Y,Y,Y,Y,'Sales staff',Few,Old,Y,no,no,25.109589
'\'(-inf-0.333333]\'',M,N,N,Few,Middle,'State servant','Higher education',Married,'House / apartment',Young,Junior,Y,Y,Y,Y,'Core staff',Few,Old,Y,no,no,48.578082
'\'(-inf-0.333333]\'',F,N,N,Few,Low,'Commercial associate','Secondary / secondary special','Single / not married','House / apartment',Adult,Fresh,Y,Y,Y,Y,'Sales staff',Few,New,Y,no,no,47.8
'\'(0.666667-inf)\'',M,N,Y,Few,Low,Working,'Secondary / secondary special','Single / not married','House / apartment',Adult,Junior,Y,Y,Y,Y,'Cooking staff',Few,Old,Y,no,no,58.238356
'\'(0.666667-inf)\'',M,Y,N,Few,Low,Working,'Secondary / secondary special',Married,'House / apartment',Adult,Fresh,Y,Y,Y,Y,'Security staff',Moderate,New,Y,no,no,42.950685
'\'(0.666667-inf)\'',F,N,Y,Few,Low,Working,'Higher education',Married,'House / apartment',Old,Junior,Y,Y,Y,Y,'High skill tech staff',Few,Moderate,Y,no,no,77.558904
'\'(-inf-0.333333]\'',F,N,N,Few,Low,Working,'Secondary / secondary special',Married,'With parents',Adult,Fresh,Y,Y,Y,Y,'Cleaning staff',Few,Moderate,Y,no,no,45.134247
'\'(-inf-0.333333]\'',F,Y,N,Few,Low,Working,'Secondary / secondary special',Married,'House / apartment',Young,Fresh,Y,Y,Y,Y,Laborers,Few,Old,Y,no,no,31.980822
'\'(-inf-0.333333]\'',M,Y,Y,Average,Low,Working,'Secondary / secondary special','Civil marriage','House / apartment',Young,Junior,Y,Y,Y,Y,Laborers,Moderate,New,Y,no,no,48.964384
'\'(-inf-0.333333]\'',F,N,N,Few,Low,Working,'Higher education',Separated,'Municipal apartment',Old,Junior,Y,Y,N,Y,'Core staff',Few,Moderate,Y,no,no,66.643836
'\'(0.333333-0.666667]\'',M,Y,Y,Few,Middle,Working,'Higher education',Married,'House / apartment',Adult,Fresh,Y,Y,Y,Y,Drivers,Few,Old,Y,no,no,50.049315
'\'(0.666667-inf)\'',M,Y,Y,Few,Low,Working,'Secondary / secondary special',Married,'With parents',Adult,Fresh,Y,Y,Y,Y,'Core staff',Few,Moderate,Y,no,no,53.10137
'\'(-inf-0.333333]\'',M,N,Y,Few,Middle,'Commercial associate','Higher education','Single / not married','House / apartment',Young,Fresh,Y,Y,Y,Y,'Sales staff',Few,Moderate,Y,no,no,34.479452
'\'(-inf-0.333333]\'',F,Y,Y,Few,Low,'Commercial associate','Higher education','Single / not married','House / apartment',Young,Fresh,Y,Y,Y,Y,Accountants,Few,Moderate,Y,no,no,24.928767
'\'(0.666667-inf)\'',M,Y,N,Few,Low,'Commercial associate','Secondary / secondary special',Married,'House / apartment',Young,Fresh,Y,Y,Y,Y,Laborers,Moderate,Moderate,Y,no,no,33.791781
'\'(0.666667-inf)\'',F,Y,Y,Average,Low,Working,'Higher education',Married,'House / apartment',Adult,Fresh,Y,Y,N,Y,Accountants,Moderate,New,Y,no,no,45.635616
'\'(-inf-0.333333]\'',F,N,N,Few,Low,Working,'Secondary / secondary special',Married,'House / apartment',Adult,Fresh,Y,Y,N,Y,'Cooking staff',Moderate,New,Y,no,no,42.734247
'\'(-inf-0.333333]\'',M,Y,Y,Few,Low,Working,'Secondary / secondary special',Married,'House / apartment',Young,Fresh,Y,Y,Y,Y,'High skill tech staff',Few,Old,Y,no,no,40.89589
'\'(0.333333-0.666667]\'',M,Y,Y,Few,Low,Working,'Secondary / secondary special',Married,'House / apartment',Adult,Fresh,Y,Y,Y,Y,Drivers,Moderate,Moderate,Y,no,no,48.416438
'\'(0.666667-inf)\'',F,N,Y,Few,Low,Working,'Higher education',Married,'House / apartment',Old,Junior,Y,Y,Y,Y,'High skill tech staff',Few,New,Y,no,no,77.558904
'\'(0.333333-0.666667]\'',F,N,Y,Few,Middle,'Commercial associate','Secondary / secondary special',Married,'House / apartment',Adult,Fresh,Y,Y,Y,Y,Managers,Moderate,Moderate,Y,no,no,54.671233
'\'(0.333333-0.666667]\'',M,Y,Y,Few,Middle,'Commercial associate','Secondary / secondary special',Married,'House / apartment',Adult,Fresh,Y,Y,Y,Y,Drivers,Moderate,Old,Y,no,no,48.224658
'\'(-inf-0.333333]\'',M,N,Y,Few,Middle,Working,'Higher education',Separated,'House / apartment',Adult,Fresh,Y,Y,Y,Y,'Security staff',Few,New,Y,no,no,52.849315
'\'(0.666667-inf)\'',F,N,N,Few,Middle,'Commercial associate','Higher education','Single / not married','With parents',Young,Fresh,Y,Y,Y,Y,Laborers,Few,Old,Y,no,no,24.49589
'\'(0.333333-0.666667]\'',F,N,N,Few,Middle,'Commercial associate','Secondary / secondary special',Married,'House / apartment',Adult,Fresh,Y,Y,Y,Y,Managers,Few,Moderate,Y,no,no,55.835616
'\'(-inf-0.333333]\'',M,Y,Y,Few,Low,'Commercial associate','Secondary / secondary special',Married,'House / apartment',Young,Fresh,Y,Y,N,Y,Laborers,Moderate,Moderate,Y,no,no,36.358904
'\'(-inf-0.333333]\'',F,Y,N,Few,Low,'Commercial associate','Secondary / secondary special','Civil marriage','House / apartment',Young,Fresh,Y,Y,Y,Y,Laborers,Moderate,Old,Y,no,no,36.690411
'\'(0.666667-inf)\'',M,Y,N,Average,Middle,'Commercial associate','Secondary / secondary special',Married,'House / apartment',Adult,Junior,Y,Y,Y,Y,Laborers,Moderate,New,Y,no,no,50.646575
'\'(-inf-0.333333]\'',M,N,Y,Few,Low,Working,'Secondary / secondary special','Single / not married','House / apartment',Young,Fresh,Y,Y,N,Y,'Sales staff',Few,Old,Y,no,no,30.934247
'\'(-inf-0.333333]\'',M,Y,Y,Few,Middle,Working,'Secondary / secondary special',Married,'House / apartment',Adult,Fresh,Y,Y,Y,Y,Managers,Few,Old,Y,no,no,41.345205
'\'(0.666667-inf)\'',F,N,Y,Few,Low,'Commercial associate','Secondary / secondary special','Single / not married','House / apartment',Adult,Fresh,Y,Y,N,Y,Laborers,Few,New,Y,no,no,51.479452
'\'(0.666667-inf)\'',M,N,Y,Few,Low,Working,'Secondary / secondary special',Married,'House / apartment',Young,Fresh,Y,Y,Y,Y,Laborers,Few,Old,Y,no,no,42.342466
'\'(0.333333-0.666667]\'',F,N,N,Few,Low,Working,'Secondary / secondary special','Civil marriage','House / apartment',Young,Fresh,Y,Y,N,Y,'Security staff',Few,Moderate,Y,no,no,32.761644
'\'(0.666667-inf)\'',M,Y,Y,Few,Middle,Working,'Secondary / secondary special',Married,'Rented apartment',Young,Fresh,Y,Y,Y,Y,Laborers,Few,Old,Y,no,no,27.049315
'\'(-inf-0.333333]\'',M,Y,N,Few,Low,'Commercial associate','Higher education',Married,'House / apartment',Adult,Fresh,Y,Y,Y,Y,Managers,Moderate,Old,Y,no,no,51.260274
'\'(0.666667-inf)\'',F,Y,Y,Few,Low,'Commercial associate','Higher education','Civil marriage','House / apartment',Adult,Junior,Y,Y,Y,Y,'Sales staff',Few,New,Y,no,no,49.158904
'\'(0.666667-inf)\'',M,Y,Y,Few,Middle,Working,'Higher education','Single / not married','House / apartment',Adult,Fresh,Y,Y,Y,Y,Drivers,Few,Moderate,N,no,no,56.443836
'\'(-inf-0.333333]\'',M,Y,N,Average,Middle,Working,'Secondary / secondary special',Married,'House / apartment',Adult,Fresh,Y,Y,Y,Y,Drivers,Moderate,Moderate,Y,no,no,46.542466
'\'(-inf-0.333333]\'',M,Y,N,Few,Middle,'Commercial associate','Higher education',Married,'House / apartment',Young,Fresh,Y,Y,Y,Y,Laborers,Few,Old,Y,no,no,39.780822
'\'(-inf-0.333333]\'',M,Y,N,Few,Low,'Commercial associate','Secondary / secondary special',Married,'House / apartment',Young,Fresh,Y,Y,Y,Y,Drivers,Few,Old,Y,no,no,35.775342
'\'(-inf-0.333333]\'',F,Y,Y,Few,Middle,'Commercial associate','Secondary / secondary special',Married,'House / apartment',Adult,Fresh,Y,Y,N,Y,'Sales staff',Moderate,New,Y,no,no,42.594521
'\'(0.666667-inf)\'',F,N,Y,Few,Middle,Working,'Secondary / secondary special',Married,'House / apartment',Old,Fresh,Y,Y,Y,Y,Laborers,Few,Moderate,Y,no,no,61.934247
'\'(0.333333-0.666667]\'',F,N,N,Few,Low,Working,'Secondary / secondary special','Single / not married','House / apartment',Adult,Fresh,Y,Y,N,Y,Laborers,Few,Old,Y,no,no,46.756164
'\'(-inf-0.333333]\'',F,N,N,Few,Low,Working,'Secondary / secondary special',Married,'Municipal apartment',Young,Fresh,Y,Y,Y,Y,'Cooking staff',Few,New,Y,no,no,35.419178
'\'(0.666667-inf)\'',F,Y,Y,Few,Middle,Working,'Higher education',Married,'House / apartment',Adult,Fresh,Y,Y,Y,Y,'Core staff',Few,Old,Y,no,no,49.550685
'\'(0.333333-0.666667]\'',M,N,Y,Few,Low,Working,'Secondary / secondary special',Married,'House / apartment',Old,Junior,Y,Y,Y,Y,Laborers,Few,New,Y,no,no,78.654795
'\'(-inf-0.333333]\'',M,Y,Y,Few,Low,'Commercial associate','Secondary / secondary special','Single / not married','House / apartment',Old,Fresh,Y,Y,Y,Y,Drivers,Few,Old,Y,no,no,65.013699
'\'(0.666667-inf)\'',M,N,Y,Few,Middle,Working,'Higher education','Single / not married','House / apartment',Adult,Fresh,Y,Y,N,Y,Laborers,Few,Old,Y,no,no,50.342466
'\'(-inf-0.333333]\'',F,N,Y,Few,Low,'State servant','Higher education',Married,'House / apartment',Adult,Senior,Y,Y,Y,Y,Managers,Few,Moderate,Y,no,no,72
'\'(0.666667-inf)\'',F,Y,Y,Few,Low,Working,'Secondary / secondary special',Married,'House / apartment',Adult,Junior,Y,Y,Y,Y,Managers,Few,Moderate,Y,no,no,61.832877
'\'(-inf-0.333333]\'',F,Y,Y,Few,Middle,'Commercial associate','Higher education',Married,'House / apartment',Old,Junior,Y,Y,Y,Y,Accountants,Few,Moderate,Y,no,no,70.243836
'\'(-inf-0.333333]\'',M,Y,Y,Many,Low,Working,'Higher education',Married,'House / apartment',Young,Fresh,Y,Y,Y,Y,Managers,Many,Old,Y,no,no,35.928767
'\'(0.666667-inf)\'',M,Y,Y,Few,Middle,'Commercial associate','Higher education',Married,'House / apartment',Young,Fresh,Y,Y,Y,Y,Accountants,Few,Moderate,Y,no,no,42.413699
'\'(-inf-0.333333]\'',F,Y,Y,Few,Middle,'Commercial associate','Incomplete higher','Civil marriage','House / apartment',Adult,Fresh,Y,Y,Y,Y,Managers,Few,Moderate,Y,no,no,48.334247
'\'(0.666667-inf)\'',M,N,Y,Few,High,'Commercial associate','Higher education','Single / not married','House / apartment',Young,Fresh,Y,Y,Y,Y,'Core staff',Few,Moderate,Y,no,no,29.923288
'\'(-inf-0.333333]\'',F,N,N,Few,Low,Working,'Higher education',Married,'House / apartment',Young,Fresh,Y,Y,N,Y,Accountants,Few,Old,Y,no,no,37.550685
'\'(0.333333-0.666667]\'',M,N,Y,Few,Low,'Commercial associate','Secondary / secondary special','Single / not married','House / apartment',Adult,Fresh,Y,Y,Y,Y,'Sales staff',Few,Old,Y,no,no,51.887671
'\'(0.333333-0.666667]\'',F,N,Y,Few,Middle,Working,'Secondary / secondary special','Civil marriage','House / apartment',Adult,Junior,Y,Y,Y,Y,Laborers,Few,Moderate,Y,no,no,65.663014
'\'(0.666667-inf)\'',F,N,Y,Few,Middle,'State servant','Secondary / secondary special','Single / not married','House / apartment',Adult,Junior,Y,Y,Y,Y,'Medicine staff',Few,Old,Y,no,no,59.230137
'\'(0.666667-inf)\'',M,N,N,Few,Middle,Working,'Secondary / secondary special',Married,'House / apartment',Old,Junior,Y,Y,N,Y,Laborers,Few,Old,Y,no,no,66.268493
'\'(0.333333-0.666667]\'',M,N,N,Few,Middle,'State servant','Higher education',Married,'Office apartment',Adult,Fresh,Y,Y,Y,Y,'Core staff',Moderate,Moderate,Y,no,no,47.983562
'\'(0.666667-inf)\'',F,N,Y,Few,Low,Working,'Secondary / secondary special','Civil marriage','House / apartment',Young,Fresh,Y,Y,N,Y,'Low-skill Laborers',Few,Old,Y,no,no,27.473973
'\'(-inf-0.333333]\'',M,N,Y,Few,Low,Working,'Secondary / secondary special',Married,'House / apartment',Adult,Fresh,Y,Y,Y,Y,Drivers,Moderate,New,Y,no,no,50.715068
'\'(0.666667-inf)\'',F,Y,Y,Average,Low,Working,'Higher education','Single / not married','Municipal apartment',Young,Fresh,Y,Y,Y,Y,Laborers,Moderate,Moderate,Y,no,no,36.854795
'\'(0.333333-0.666667]\'',M,Y,N,Few,Middle,Working,'Secondary / secondary special',Married,'Municipal apartment',Old,Fresh,Y,Y,Y,Y,Laborers,Few,Old,Y,no,no,58.693151
